SMILES,Caco-2 Permeability Papp A>B,Caco-2 Permeability Efflux,row_id,split
COc1cccc2c1[nH]c1c(=O)n(CCCN3CCCCC3)ccc12,22.7,0.77,238,train
O=c1c2[nH]c3c(OC(F)(F)F)cccc3c2ccn1CCCN1CCCCC1,23.77,0.81,239,train
O=c1c2[nH]c3ccc(OC(F)(F)F)cc3c2ccn1CCCN1CCCCC1,14.24,0.84,240,train
O=c1c2[nH]c3ccc(Cl)cc3c2ccn1CCCN1CCCCC1,10.66,0.78,241,train
O=c1c2[nH]c3ccc(C(F)(F)F)cc3c2ccn1CCCN1CCCCC1,16.4,0.46,242,train
COc1cccc(-c2cc(C(=O)NCCCN3CCCCC3)on2)c1,31.85,0.94,243,train
COc1cccc(-c2cc(C(=O)NCCN3CCCCC3)on2)c1,29.36,0.84,244,val
Cn1cc(C(=O)N2CCC(Nc3ccc(Cl)cc3)CC2)c2ccccc21,12.3,1.09,245,train
CN(c1ccc(Cl)cc1)C1CCN(C(=O)c2cn(C)c3ccccc23)CC1,5.92,1.11,246,train
Cn1cc(C(=O)N2CCN(Cc3ccc(Cl)cc3)CC2)c2ccccc21,25.25,0.83,247,train
Nc1c[nH]nc1C(=O)N1CCC(Oc2ccc(Cl)cc2)CC1,39.38,0.91,248,train
O=C(c1n[nH]c2ccccc12)N1CCC2(CC1)CCN2c1ccc(Cl)cc1,8.44,1.53,249,train
O=C(c1n[nH]c2ccccc12)N1CC2CCC(C1)N2Cc1ccc(Cl)cc1,17.76,1.08,250,train
O=C(c1n[nH]c2ccccc12)N1CCC(c2ccc(CN3CCC3)cc2)CC1,22.44,1.1,251,train
COc1ccc2[nH]c3c(=O)n(CCCN4CCCCC4)cc(Cl)c3c2c1,11.05,0.57,252,train
COc1ccc2[nH]c3c(=O)n(CCN4CCCCC4)cc(Cl)c3c2c1,12.98,0.62,253,train
COC1CN(CC#CCN2CCN(C(=O)c3cn(C)c4ccccc34)CC2)C1,18.14,1.59,254,train
COc1ccc2[nH]c3c(=O)n(CC[C@@H](C)N4CCCCC4)cnc3c2c1,29.46,0.72,255,train
COc1ccc2[nH]c3c(=O)n(CC[C@H](C)N4CCCCC4)cnc3c2c1,31.84,0.63,256,train
O=c1c2[nH]c3c(Cl)cccc3c2ccn1CCCN1CCCCC1,28.36,0.51,257,train
Nc1cc2ccncc2cc1-n1cc(OCCN2CCCCC2)cn1,21.83,1.14,258,val
Nc1ccc(OCCN2CCCCC2)cc1-c1cc2cnccc2cn1,36.38,0.92,259,train
Nc1cc2ccncc2cc1-n1ccc(OCCN2CCCCC2)n1,25.05,0.72,260,train
Nc1cc2c(cc1-n1ccc(OCCN3CCCCC3)n1)NC(=O)CC2,14.67,1.83,261,train
Fc1cccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cn3)n2)c1,26.49,1.03,262,train
Fc1cccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,10.25,1.07,263,train
CN1CCC(c2ccc(Nc3nccc(-c4cccc(F)c4)n3)cc2)CC1,5.62,0.85,264,val
CN1CCN(c2ccc(Nc3nccc(-c4cccc(F)c4)n3)cc2)CC1,11.62,0.87,265,train
CN(C)Cc1ccc(Nc2nccc(-c3cccc(F)c3)n2)cc1,18.01,0.72,266,train
O=C(c1ccc(Nc2nccc(-c3cccc(F)c3)n2)cc1)N1CCOCC1,37.31,0.9,267,val
CN1CCC(c2ccc(Nc3nccc(-c4cc(F)cc(N5CCOCC5)c4)n3)cc2)CC1,4.51,1.06,268,train
CN1CCC(c2cccc(Nc3nccc(-c4cc(F)cc(N5CCOCC5)c4)n3)c2)CC1,3.92,0.79,269,train
CN1CCN(c2ccc(Nc3nccc(-c4cc(F)cc(N5CCOCC5)c4)n3)cc2)CC1,10.02,1.05,270,train
Fc1cc(-c2ccnc(Nc3cccc(N4CCNCC4)c3)n2)cc(N2CCOCC2)c1,4.85,0.93,271,train
CN1CCN(c2cccc(Nc3nccc(-c4cc(F)cc(N5CCOCC5)c4)n3)c2)CC1,6.13,0.73,272,train
Fc1cccc(-c2ccnc(Nc3ccc(CN4CCOCC4)nc3)n2)c1,38.43,0.92,273,val
Fc1cccc(-c2cccc(Nc3ccc(C4CCNCC4)cc3)n2)c1,0.88,1.53,274,val
O=C(c1n[nH]c2ccccc12)N1CCC(Oc2ccc(C(F)F)cc2)CC1,26.23,0.89,275,train
O=C(c1n[nH]c2ccccc12)N1CCN(c2ccc(CN3CCC3)cc2)CC1,30.95,1.22,276,train
O=C(c1n[nH]c2ccccc12)N1CCN(c2ccc(CN3CC(F)C3)cc2)CC1,35.74,1.04,277,train
COc1ccc2[nH]c3c(=O)n(C[C@H](C)CN4CCCCC4)cnc3c2c1,31.26,0.9,278,train
COc1ccc2[nH]c3c(=O)n(C[C@@H](C)CN4CCCCC4)cnc3c2c1,26.33,0.89,279,train
O=c1c2[nH]cc(-c3ccccc3)c2ncn1CCCN1CCCCC1,25.16,0.82,280,train
O=c1c2[nH]cc(-c3ccccc3)c2ncn1CCN1CCCCC1,28.89,0.66,281,train
O=c1c2[nH]cc(-c3cccnc3)c2ncn1CCCN1CCCCC1,16.07,2.23,282,train
O=c1c2[nH]cc(-c3cccnc3)c2ncn1CCN1CCCCC1,29.34,1.12,283,val
COc1ccc2[nH]c3c(=O)n(CC(C)(C)CN4CCCCC4)cnc3c2c1,29.89,0.85,284,train
NC(=O)Cc1cccc(Nc2nccc(-c3cc(F)cc(N4CCOCC4)c3)n2)c1,20.38,2.19,285,val
Fc1cc(-c2cccc(Nc3ccc(N4CCNCC4)cc3)n2)cc(N2CCOCC2)c1,1.18,4.24,286,train
Fc1cc(-c2cccc(Nc3cccc(C4CCNCC4)c3)n2)cc(N2CCOCC2)c1,1.05,6.74,287,train
CN1CCC(c2ccc(Nc3cccc(-c4cccc(F)c4)n3)cc2)CC1,0.75,2.07,288,val
CN1CCN(c2ccc(Nc3cccc(-c4cccc(F)c4)n3)cc2)CC1,2.81,1.57,289,train
Fc1cccc(-c2cccc(Nc3ccc(N4CCNCC4)cc3)n2)c1,1.71,1.87,290,train
Fc1cccc(-c2cccc(Nc3cccc(C4CCNCC4)c3)n2)c1,0.96,4.06,291,val
Fc1cccc(-c2cccc(Nc3cccc(N4CCNCC4)c3)n2)c1,2.14,1.49,292,train
CN1CCN(c2ccc(OC3CCN(C(=O)c4n[nH]c5ccccc45)CC3)cc2)CC1,27.14,0.8,293,train
O=C(c1n[nH]c2ccccc12)N1CCC(Oc2ccc(CN3CC(F)C3)cc2)CC1,42.69,0.77,294,val
O=C(c1n[nH]c2ccncc12)N1CCC(Oc2ccc(Cl)cc2)CC1,45.58,0.87,295,train
O=C(c1n[nH]c2cccnc12)N1CCC(Oc2ccc(Cl)cc2)CC1,30.81,1.5,296,val
COc1ccc2[nH]c3c(=O)n(CC4(CN5CCCCC5)CC4)ccc3c2c1,30.65,0.82,297,val
COCC1CN(Cc2ccc(N3C4CC3CN(C(=O)c3cn(C)c5ccccc35)C4)cc2)C1,6.57,5.48,298,train
O=c1c2[nH]c3cccc(Cl)c3c2ccn1CCCN1CCCCC1,22.85,0.66,299,train
CN1CCC(c2cccc(Nc3cccc(-c4cccc(F)c4)n3)c2)CC1,1.21,1.5,300,val
CN1CCN(c2cccc(Nc3cccc(-c4cccc(F)c4)n3)c2)CC1,1.67,1.2,301,train
c1cc2ccc(-n3cc(OCCCN4CCCC4)cn3)cc2cn1,24.33,0.92,302,train
CN(C)Cc1ccc(Nc2cccc(-c3cccc(F)c3)n2)cc1,6.89,0.8,303,train
Fc1cncc(-c2cccc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,31.26,0.77,304,train
c1cncc(-c2cccc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,30.26,0.92,305,train
Fc1cccc(-c2cccc(Nc3ccc(CN4CCOCC4)cn3)n2)c1,24.6,1.03,306,train
Fc1cccc(-c2cccc(Nc3ccc(CN4CCOCC4)nc3)n2)c1,25.19,0.77,307,train
O=C(c1c[nH]c2ccccc12)N1CCC(Oc2ccc(C(F)(F)F)cc2)CC1,4.15,2.0,308,train
Cc1ccc2[nH]cc(C(=O)N3CCC(Nc4ccc(Cl)cc4)CC3)c2c1,5.61,2.09,309,train
O=C(c1n[nH]c2ccccc12)N1C2CC1CN(Cc1ccc(Cl)cc1)C2,20.82,1.14,310,val
O=C(c1n[nH]c2ccccc12)N1CCC(c2ccc(Cl)cc2)CC1,9.82,0.44,311,train
O=C(c1n[nH]c2cnccc12)N1CCC(Oc2ccc(Cl)cc2)CC1,27.15,1.13,312,val
O=C(c1ccc(Cl)cc1)N1CCN(C(=O)c2n[nH]c3ccccc23)CC1,31.23,1.39,313,train
Cc1ccc2[nH]nc(C(=O)N3CCN(S(=O)(=O)c4ccc(Cl)cc4)CC3)c2c1,24.4,1.34,314,train
Cc1ccc2[nH]nc(C(=O)N3CCC(Oc4ncc(Cl)cn4)CC3)c2c1,45.84,1.04,315,train
COCC1CN(Cc2ccc(N3C4CC3CN(C(=O)c3cn(C)c5ncccc35)C4)cc2)C1,3.79,7.77,316,train
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cnc5ccccn45)CC3)cc2)C1,29.88,1.3,317,val
COCC1CN(Cc2ccc(N3CC4CC3CN4C(=O)c3cn(C)c4ccccc34)cc2)C1,15.99,2.37,318,train
CN1CCN(CCCOc2cnn(-c3ccc4ccncc4c3)c2)CC1,19.36,1.16,319,train
COC1CCN(CCOc2cnn(-c3ccc4ccncc4c3)c2)CC1,21.52,1.04,320,val
NC(=O)Cc1cccc(Nc2cccc(-c3cccnc3)n2)c1,8.66,4.75,321,train
NC(=O)Cc1ccnc(Nc2cccc(-c3cccnc3)n2)c1,4.77,6.81,322,train
O=C(c1n[nH]c2ccccc12)N1CCC(N[C@@H](C2CC2)C(F)(F)F)CC1,27.61,1.47,323,val
O=C(c1n[nH]c2ccccc12)N1CCC(c2ccc(CN3CC(F)C3)cc2)CC1,30.79,0.78,324,train
O=C(c1c[nH]c2ccccc12)N1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,17.17,2.31,325,train
O=C(c1n[nH]c2ccccc12)N1CC2CC(C1)N2Cc1ccc(Cl)cc1,31.72,1.08,326,train
O=C1CN(C(=O)c2n[nH]c3ccccc23)CCN1Cc1ccc(Cl)cc1,22.85,2.22,327,val
Cc1ccc2[nH]nc(C(=O)N3CCN(C(=O)c4ccc(Cl)cc4)CC3)c2c1,19.5,3.67,328,train
Cc1ccc2[nH]nc(C(=O)N3CCN(Cc4ccc(Cl)cc4)C(=O)C3)c2c1,20.2,3.64,329,val
Cc1ccc2[nH]nc(C(=O)N3CCCN(C(=O)c4ccc(Cl)cc4)CC3)c2c1,28.65,2.57,330,train
O=C(c1n[nH]c2ccccc12)N1CCC(Oc2ccc(C3CC3)cc2)CC1,8.23,1.99,331,train
COCC1CN(Cc2ccc(N3CC4CC(C3)N4C(=O)c3cn(C)c4ncccc34)cc2)C1,4.29,4.69,332,train
COCC1CN(Cc2ccc(N3CC4CC(C3)N4C(=O)c3cn(C)c4ccccc34)cc2)C1,8.58,2.14,333,val
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncc(C(F)(F)F)cc45)CC3)cc2)C1,12.98,1.74,334,train
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncc(Cl)cc45)CC3)cc2)C1,16.4,1.42,335,train
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5nccnc45)CC3)cc2)C1,5.38,3.44,336,train
COCC1CN(Cc2ccc(-c3c(C(=O)N4C[C@@H](C)N[C@@H](C)C4)c4cccnc4n3C)cc2)C1,0.68,13.93,337,train
CN1CCC(c2ccc(Nc3cccc(-c4cccc(F)c4)n3)cc2)C1,4.65,0.7,338,train
CN(C)CCc1ccc(Nc2cccc(-c3cccc(F)c3)n2)cc1,9.29,0.64,339,train
O=C(c1n[nH]c2ccccc12)N1CC2CC1CN2Cc1ccc(Cl)cc1,30.06,1.0,340,train
O=C(c1n[nH]c2ccccc12)N1CCc2c(ncn2Cc2cccc(Cl)c2)C1,26.44,1.11,341,train
O=C(c1n[nH]c2ccccc12)N1CCc2c(ncn2-c2ccc(Cl)cc2)C1,19.56,1.01,342,train
Cc1ccc2[nH]nc(C(=O)N3CCCN(Cc4ccc(Cl)cc4)C(=O)C3)c2c1,19.83,1.15,343,train
O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2ccc(CO)cc2)CC1,5.32,1.47,344,train
CN(C)Cc1ccc(OC2CCN(C(=O)c3n[nH]cc3-c3ccccc3)CC2)cc1,5.2,5.7,345,train
O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2ccc(C(F)F)cc2)CC1,9.8,0.97,346,train
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncc(F)cc45)CC3)cc2)C1,24.04,1.24,347,train
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5nc(Cl)ccc45)CC3)cc2)C1,26.99,0.86,348,train
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ccc(F)cc45)CC3)cc2)C1,28.09,0.75,349,train
COC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ccc(F)cc45)CC3)cc2)C1,30.39,1.21,350,train
COCCCN[C@@H](C)COc1cnn(-c2ccc3ccncc3c2)c1,32.62,0.75,351,val
NC(=O)Cc1cccc(Nc2cccc(-c3cccnc3)n2)n1,23.44,1.58,352,train
NC(=O)Cc1cc(Nc2cccc(-c3cccnc3)n2)ccn1,1.57,24.85,353,val
NC(=O)Cc1cncc(Nc2cccc(-c3cccnc3)n2)c1,0.94,43.64,354,train
Fc1cccc(-c2ccnc(Nc3ccc(CC4CCNCC4)cc3)n2)c1,3.17,1.03,355,val
CC(=O)Nc1ccc(Nc2nccc(-c3cccc(F)c3)n2)cc1,31.01,0.82,356,train
Fc1cccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)c1F,7.95,0.6,357,train
Fc1ccc(F)c(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,8.59,0.6,358,train
c1cc2ccc(-n3ccc(OCCN4CCCCC4)n3)cc2cn1,31.23,0.76,359,train
Cc1ccc2[nH]nc(C(=O)N3CCC(=O)N(Cc4ccc(Cl)cc4)CC3)c2c1,27.69,0.82,360,train
O=C(c1n[nH]cc1-c1cccnc1)N1CCC(Oc2ccc(Cl)cc2)CC1,25.63,1.06,361,train
c1cc(CCNc2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)ccn1,29.22,1.43,362,train
O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2cccc(CO)c2)CC1,17.77,1.23,363,train
CN(C)Cc1cccc(OC2CCN(C(=O)c3n[nH]cc3-c3ccccc3)CC2)c1,8.11,3.93,364,train
O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2cccc(C(F)F)c2)CC1,15.94,0.61,365,train
O=C(c1n[nH]cc1-c1ccc(CO)cc1)N1CCC(Oc2ccc(Cl)cc2)CC1,13.22,2.13,366,train
CN(C)Cc1ccc(-c2c[nH]nc2C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)cc1,17.29,2.06,367,train
O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Nc2ccc(Cl)cc2)CC1,25.89,0.81,368,train
COc1ccc2[nH]c3c(=O)n(C4(CCN5CCCCC5)CC4)cnc3c2c1,22.65,1.28,369,train
COCC1CN(Cc2ccc(N3C[C@@H]4CC[C@H]3CN4C(=O)c3cn(C)c4ncccc34)cc2)C1,15.26,1.96,370,train
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncc(OC)cc45)CC3)cc2)C1,16.01,2.65,371,train
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ccncc45)CC3)cc2)C1,2.17,11.08,372,train
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5nc(OC)ccc45)CC3)cc2)C1,26.11,0.84,373,train
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncncc45)CC3)cc2)C1,5.33,5.79,374,train
CO[C@@H]1CCN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2)C1,26.18,0.98,375,train
COC[C@H]1COCCN1Cc1ccc(N2CCN(C(=O)c3cn(C)c4ncccc34)CC2)cc1,35.68,1.08,376,val
CO[C@H]1CCN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2)C1,29.73,1.29,377,train
c1cc2ccc(-n3cc(OC4CCNCC4)cn3)cc2cn1,20.23,1.48,378,train
c1cc2ccc(-n3cc(OC4CNC4)cn3)cc2cn1,33.0,0.81,379,train
CN1C(=O)CCc2ccc(-c3ccc(OCCN4CCCCC4)cn3)cc21,29.54,0.94,380,val
c1cc(-c2ccnc(Nc3ccc(C4CCNCC4)cc3)n2)cc(N2CCOCC2)c1,9.54,1.26,381,train
c1cc(-c2ccnc(Nc3ccc(N4CCNCC4)cc3)c2)cc(N2CCOCC2)c1,9.52,0.82,382,val
c1cc(Nc2cc(-c3cccc(N4CCOCC4)c3)ccn2)cc(C2CCNCC2)c1,2.55,4.21,383,train
c1cc(-c2ccnc(Nc3ccc(C4CCNCC4)cc3)c2)cc(N2CCOCC2)c1,4.05,1.41,384,val
c1cc(CN2CCOCC2)cc(Nc2cc(-c3cccc(N4CCOCC4)c3)ccn2)c1,13.86,1.17,385,val
CN(c1ccc(CN2CCOCC2)cc1)c1nccc(-c2cccc(F)c2)n1,13.25,0.98,386,train
O=C(c1n[nH]cc1-c1cncnc1)N1CCC(Oc2ccc(Cl)cc2)CC1,27.9,1.45,387,val
O=C(c1[nH]ccc1-c1ccccc1)N1CCC(Oc2ccc(Cl)cc2)CC1,2.0,1.07,388,train
O=C(c1n[nH]cc1C1CCCCC1)N1CCC(Oc2ccc(Cl)cc2)CC1,2.7,0.97,389,train
O=C(c1n[nH]cc1C1=CCCCC1)N1CCC(Oc2ccc(Cl)cc2)CC1,3.92,0.8,390,train
O=C(c1n[nH]cc1C1=CCOCC1)N1CCC(Oc2ccc(Cl)cc2)CC1,36.89,0.94,391,train
O=C(c1n[nH]cc1C1CCCC1)N1CCC(Oc2ccc(Cl)cc2)CC1,7.61,0.76,392,train
O=C(c1n[nH]cc1C1=CCCC1)N1CCC(Oc2ccc(Cl)cc2)CC1,6.43,0.87,393,train
COCC1CN(Cc2ccc(N3C[C@H]4CC[C@@H]3CN4C(=O)c3cn(C)c4ncccc34)cc2)C1,6.28,5.81,394,train
CCOc1ccc2c(c1)[nH]c1c(=O)n(CCCN3CCCCC3)ccc12,14.57,1.31,395,train
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2F)C1,21.8,1.44,396,train
COC[C@@H]1CCCN1Cc1ccc(N2CCN(C(=O)c3cn(C)c4ncccc34)CC2)cc1,18.94,1.56,397,train
CCOc1ccc2[nH]c3c(=O)n(CCCN4CCCCC4)cnc3c2c1,18.63,1.34,398,train
CCn1c2ccc(O)cc2c2ncn(CCCN3CCCCC3)c(=O)c21,22.24,1.59,399,train
CCOc1ccc2c(c1)c1ncn(CCCN3CCCCC3)c(=O)c1n2CC,14.68,1.27,400,train
COC[C@H]1CCCN1Cc1ccc(N2CCN(C(=O)c3cn(C)c4ncccc34)CC2)cc1,21.79,1.13,401,train
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)c(F)c2)C1,32.48,1.27,402,train
COC[C@@H]1COCCN1Cc1ccc(N2CCN(C(=O)c3cn(C)c4ncccc34)CC2)cc1,40.16,0.91,403,val
CN1CCCCC1c1ccc(Nc2cccc(-c3cccc(F)c3)n2)cc1,2.81,0.83,404,train
CN1CCC(Cc2ccc(Nc3cccc(-c4cccnc4)n3)cc2)CC1,21.22,0.84,405,train
O=C1CCc2ccc(-c3cccc(OCCN4CCCCC4)n3)cc2N1,43.26,0.76,406,train
COCc1ccc(OC2CCN(C(=O)c3n[nH]cc3-c3ccccc3)CC2)cc1,34.26,1.15,407,train
O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2ccccc2Cl)CC1,9.91,1.03,408,train
CC(C)(C)OC(=O)N1CC=C(c2c[nH]nc2C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)CC1,4.48,1.19,409,train
O=C(c1[nH]nc2ccccc12)N1CCC(Oc2ccc(C(F)(F)F)nc2)CC1,40.4,0.97,410,train
O=C(c1[nH]ncc1-c1ccccc1)N1CCC(Oc2ccc(Cl)nc2)CC1,36.11,1.15,411,val
O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2ccc(C(F)(F)F)nc2)CC1,32.43,1.18,412,train
CCOc1ccc2c3ccn(CCCN4CCCCC4)c(=O)c3n(C)c2c1,16.92,0.7,413,train
Cn1c2ccccc2c2c(Cl)cn(CCCN3CCCCC3)c(=O)c21,14.89,0.81,414,train
Fc1cc(-c2cccc(Nc3ccc(C4CCNCC4)cc3)n2)cc(N2CCOCC2)c1,0.82,2.27,415,train
CN1CCC(c2ccc(Nc3cccc(-c4cc(F)cc(N5CCOCC5)c4)n3)cc2)CC1,1.55,0.71,416,train
CN1CCC(c2cccc(Nc3cccc(-c4cc(F)cc(N5CCOCC5)c4)n3)c2)CC1,0.93,1.15,417,train
c1cc(Nc2ccc(CN3CCOCC3)cc2)nc(-c2cnccn2)c1,35.49,0.93,418,train
Cc1[nH]nc(C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)c1-c1ccccc1,4.96,1.11,419,train
O=C(c1[nH]nc2ccccc12)N1CCC(Oc2cncc(Cl)c2)CC1,38.23,1.14,420,train
O=C(c1[nH]ncc1-c1ccccc1)N1CCC(Oc2cncc(Cl)c2)CC1,26.78,1.3,421,val
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2C(F)(F)F)C1,27.02,0.91,422,train
COc1cccc2c1c1ccn(CCCN3CCCCC3)c(=O)c1n2C,28.98,0.63,423,train
COc1ccc2c3ccn(CCCN4CCCCC4)c(=O)c3n(C)c2c1,27.06,0.74,424,train
c1cc(OCCN2CCCCC2)cc(-c2ccc3ccncc3n2)c1,27.54,0.7,425,train
c1cc2ccc(-n3cc(OCCNC4CCOCC4)cn3)cc2cn1,26.0,0.75,426,train
FC1(F)CCC(NCCOc2cnn(-c3ccc4ccncc4c3)c2)CC1,24.36,0.59,427,train
C[C@@H](COc1cnn(-c2ccc3ccncc3c2)c1)NC1CCC(F)(F)CC1,17.97,0.56,428,train
c1cc2ccc(-n3cc(OCC4CCN4)cn3)cc2cn1,41.28,0.89,429,train
CN1C(=O)CCc2ccc(-c3cccc(OCCN4CCCCC4)n3)cc21,41.91,0.66,430,train
O=C(c1[nH]nc2ccccc12)N1CCC(Oc2cccnc2C(F)(F)F)CC1,45.24,1.06,431,train
O=C(c1[nH]ncc1C1CC1)N1CCC(Oc2ccc(Cl)cc2)CC1,40.94,0.96,432,val
CCc1ncccc1OC1CCN(C(=O)c2[nH]nc3ccccc23)CC1,39.93,0.81,433,train
O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2cccnc2C(F)(F)F)CC1,30.44,1.54,434,train
CCc1ncccc1OC1CCN(C(=O)c2[nH]ncc2-c2ccccc2)CC1,29.65,1.44,435,val
Cn1cnc2ccc(OC3CCN(C(=O)c4[nH]nc5ccccc45)CC3)cc21,32.47,1.29,436,train
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5nc(C6CC6)ccc45)CC3)cc2)C1,27.94,0.84,437,train
COC1(C)CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2C(F)(F)F)C1,33.56,0.86,438,train
O=C1CCc2ccc(-c3cc(OCCN4CCCCC4)ccn3)cc2N1,41.33,0.86,439,train
CN1C(=O)CCc2ccc(-c3cc(OCCN4CCCCC4)ccn3)cc21,43.8,0.76,440,train
c1cc(Nc2ccc(CN3CCOCC3)cc2)nc(-c2cncnc2)c1,51.41,0.88,441,train
Cn1cnc2ccc(-c3c[nH]nc3C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)cc21,6.23,8.56,442,train
O=C(c1[nH]ncc1-c1ccc2ocnc2c1)N1CCC(Oc2ccc(Cl)cc2)CC1,15.17,1.12,443,val
CN1CCC[C@@H](Cn2cnc3c4cc(OCC(F)F)ccc4n(C)c3c2=O)C1,29.92,0.73,444,train
COc1ccc2[nH]c3c(=O)n(C[C@@H]4CCN(C)C4)cnc3c2c1,24.59,1.43,445,train
O=c1c2[nH]c3cc(F)ccc3c2ccn1CCCN1CCCCC1,35.22,0.81,446,train
C[C@H](N)COc1cnn(-c2ccc3ccncc3c2)c1,40.44,0.73,447,val
Fc1cccc(-c2ccnc(Nc3ccc(NC4CCOCC4)cc3)n2)c1,28.79,0.71,448,val
c1cc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)cnn1,40.04,0.52,449,val
O=c1ccc(-c2cccc(Nc3ccc(CN4CCOCC4)cc3)n2)c[nH]1,20.11,2.34,450,train
Nc1cc(OCCN2CCCCC2)ccc1-c1ccc2ccncc2c1,24.74,0.84,451,train
COc1cccc2c1c1ccn(C[C@@H]3CCCN(C)C3)c(=O)c1n2C,28.0,0.77,452,train
O=C(c1n[nH]cc1-c1ccccc1)N1[C@@H]2CC[C@H]1C[C@H](Oc1ccc(Cl)cc1)C2,10.08,1.4,453,val
Cn1ccc(-c2c[nH]nc2C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)n1,33.17,1.11,454,train
CN1CC(Cc2ccc(Nc3cccc(-c4cccc(F)c4)n3)cc2)C1,2.77,0.84,455,val
Fc1cccc(-c2ccnc(Nc3ccc(NC4CCNCC4)cc3)n2)c1,10.27,1.33,456,train
Nc1cc2ccncc2cc1-c1ccc(OCCN2CCCCC2)cc1,11.13,0.62,457,train
O=C(c1n[nH]c2cccnc12)N1[C@@H]2CC[C@H]1C[C@H](Oc1ccc(Cl)cc1)C2,32.47,0.98,458,val
O=C(c1n[nH]c2cc(OC(F)(F)F)ccc12)N1CCC(Oc2cncc(Cl)c2)CC1,15.1,0.53,459,train
O=C(c1n[nH]c2cccnc12)N1CCC(Oc2cncc(Cl)c2)CC1,13.19,2.72,460,train
O=C(c1n[nH]c2cccnc12)N1CCC(Nc2cncc(Cl)c2)CC1,0.93,53.16,461,train
COCC1CN(Cc2cccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)c2)C1,19.04,2.08,462,train
COC1CN(Cc2cccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)c2)C1,19.3,1.72,463,train
CN1CCC[C@@H](Cn2ccc3c([nH]c4ccc(OCC(F)F)cc43)c2=O)C1,13.6,1.44,464,train
c1cc2ccc(-c3ccc(OCCCN4CCCCC4)cc3)cc2cn1,12.69,0.6,465,val
COc1cncc(-c2cn(C)c3ccc(OC4CCNC4)cc23)c1,14.06,1.96,466,train
c1cc2ccc(-c3ccc(OCCCN4CCCC4)cc3)cc2cn1,17.94,0.62,467,train
O=C(c1[nH]nc2cccnc12)N1C[C@H]2C[C@H](Oc3ccc(Cl)cc3)C[C@H]2C1,24.47,1.02,468,val
O=C(c1n[nH]c2ccccc12)N1CCC(Nc2ccccc2)CC1,46.82,0.93,469,train
O=C(c1c[nH]c2cccnc12)N1CCC(Nc2ccc(Cl)cc2)CC1,35.57,1.53,470,train
O=C(c1n[nH]c2cccnc12)N1CCC(Oc2cccnc2C(F)(F)F)CC1,9.08,6.27,471,train
O=c1c2[nH]c3c(F)cccc3c2ncn1CCCN1CCCCC1,28.46,1.01,472,train
